"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
35,"No","Non-Travel","HR",3,"Master","Other","Very High","Male","High","3","ResearchDir","Very High","Single",7823,6,"Yes",13,"Medium","1",12,2,"High",10,9,0,8
39,"No","Non-Travel","HR",2,"Doctor","Other","Low","Male","Very High","3","ResearchDir","High","Divorced",7880,0,"Yes",18,"Very High","0",9,3,"High",8,7,0,7
40,"Yes","Rarely","HR",24,"Bachelor","Other","Medium","Female","Very High","4","ResearchDir","Medium","Divorced",13194,4,"No",16,"Very High","0",22,2,"Medium",1,0,0,0
47,"No","Frequently","R&D",16,"Master","Marketing","High","Male","Very High","2","HealthcareRep","High","Single",5067,1,"No",19,"High","0",20,3,"Very High",19,10,2,7
36,"No","Rarely","HR",8,"Master","HR","Low","Male","High","2","ResearchDir","Very High","Single",5079,4,"Yes",13,"Very High","2",12,3,"High",7,7,0,7
31,"Yes","Rarely","R&D",9,"College","Marketing","High","Male","Medium","1","SalesRep","Low","Divorced",2321,0,"No",22,"Low","0",4,0,"High",3,2,1,2
33,"No","Rarely","HR",17,"Bachelor","Other","Very High","Male","High","4","ManufacturingDir","High","Divorced",17444,1,"Yes",11,"Very High","0",10,2,"High",10,8,6,0
29,"Yes","Non-Travel","R&D",10,"Bachelor","Other","Very High","Female","Medium","1","SalesRep","Low","Divorced",2404,6,"No",20,"High","0",3,5,"High",0,0,0,0
33,"No","Non-Travel","R&D",13,"Below College","Other","Medium","Female","High","1","SalesRep","Very High","Divorced",3452,3,"Yes",18,"Low","0",5,4,"High",3,2,0,2
45,"No","Non-Travel","R&D",1,"Master","Marketing","Very High","Female","High","1","LabTech","Very High","Single",2270,3,"Yes",14,"Very High","2",8,2,"High",5,3,0,2
50,"No","Non-Travel","R&D",1,"College","Marketing","Very High","Male","High","4","Mgr","Very High","Single",17399,9,"Yes",22,"High","1",32,1,"Medium",5,4,1,3
33,"No","Frequently","R&D",1,"Master","Tech","High","Female","Very High","2","SalesExec","Medium","Married",5488,1,"No",13,"Low","1",6,2,"High",6,5,1,2
41,"No","Frequently","R&D",9,"Bachelor","Marketing","Low","Male","High","5","Mgr","High","Single",19419,2,"Yes",17,"Medium","1",21,2,"Very High",18,16,0,11
27,"No","Non-Travel","R&D",16,"Master","HR","High","Female","High","1","LabTech","Medium","Married",2811,9,"Yes",14,"Medium","1",4,2,"High",2,2,2,2
45,"No","Rarely","R&D",23,"College","Other","Very High","Male","High","2","LabTech","Low","Married",3633,1,"No",15,"High","1",9,2,"High",9,8,0,8
47,"No","Non-Travel","HR",4,"College","Other","Very High","Female","High","2","ResearchDir","Very High","Divorced",4163,1,"No",17,"High","0",9,0,"High",9,0,0,7
30,"Yes","Non-Travel","R&D",22,"Bachelor","Other","Low","Female","High","1","SalesRep","High","Married",2132,4,"No",11,"Medium","0",7,2,"High",5,2,0,1
50,"No","Non-Travel","R&D",24,"Bachelor","Other","Very High","Male","High","4","HealthcareRep","High","Married",13973,3,"No",18,"Very High","1",22,2,"High",12,11,1,5
38,"No","Frequently","R&D",10,"Below College","Marketing","High","Male","High","1","SalesRep","High","Married",2684,0,"Yes",17,"Medium","1",3,0,"Medium",2,1,0,2
46,"No","Non-Travel","R&D",7,"College","Marketing","Very High","Male","High","3","HealthcareRep","High","Single",10845,6,"Yes",13,"Medium","1",13,3,"High",8,7,0,7
24,"No","Non-Travel","R&D",17,"Below College","Marketing","Very High","Female","Medium","2","HealthcareRep","High","Single",4377,1,"Yes",15,"Medium","2",5,6,"High",4,2,3,2
35,"Yes","Non-Travel","R&D",14,"Master","Tech","High","Male","Medium","1","LabTech","Medium","Single",3743,1,"No",24,"Very High","1",5,2,"Low",4,2,0,2
31,"No","Frequently","R&D",1,"Below College","Other","High","Female","High","2","HealthcareRep","Low","Married",4148,1,"Yes",12,"High","1",4,1,"High",4,3,0,3
18,"No","Rarely","R&D",5,"College","Other","Medium","Male","High","1","SalesRep","Very High","Divorced",1051,1,"Yes",15,"Very High","0",0,2,"High",0,0,0,0
54,"No","Non-Travel","R&D",17,"Bachelor","HR","High","Female","High","3","HealthcareRep","High","Married",10739,8,"Yes",11,"High","1",22,2,"High",10,7,0,8
35,"No","Non-Travel","R&D",25,"Master","Marketing","High","Female","High","3","SalesExec","High","Single",10388,1,"No",11,"High","1",16,3,"Medium",16,10,10,1
30,"No","Non-Travel","R&D",8,"College","Other","Medium","Female","Very High","3","Mgr","Low","Married",11416,0,"No",12,"High","3",9,4,"Medium",8,7,1,7
20,"Yes","Non-Travel","R&D",11,"Bachelor","Marketing","Very High","Female","Medium","1","SalesRep","Low","Divorced",2600,1,"No",15,"Low","0",1,2,"High",1,0,0,0
30,"Yes","Frequently","R&D",5,"Bachelor","Marketing","Medium","Female","High","1","LabTech","Medium","Divorced",2422,0,"Yes",17,"Low","0",4,3,"High",3,2,1,2
26,"No","Non-Travel","R&D",2,"College","Marketing","Very High","Male","Very High","2","HealthcareRep","Very High","Married",5472,1,"Yes",12,"Medium","0",8,2,"High",8,7,1,3
22,"No","Non-Travel","R&D",8,"Below College","Other","Medium","Male","Low","1","LabTech","Low","Married",2451,1,"Yes",15,"Low","1",4,3,"Medium",4,3,1,1
48,"No","Non-Travel","R&D",6,"Bachelor","Other","Low","Male","Medium","2","SalesExec","High","Divorced",4240,2,"Yes",13,"Very High","0",19,0,"High",2,2,2,2
48,"No","Non-Travel","R&D",4,"Master","Other","High","Male","Medium","3","SalesExec","High","Divorced",10999,7,"Yes",14,"Medium","0",27,3,"High",15,11,4,8
41,"No","Non-Travel","R&D",7,"College","Marketing","Very High","Female","High","2","HealthcareRep","High","Divorced",5003,6,"Yes",14,"Medium","0",8,6,"High",2,2,2,1
39,"No","Non-Travel","R&D",1,"Below College","Other","Very High","Female","Medium","4","HealthcareRep","Very High","Married",12742,1,"Yes",16,"High","1",21,3,"High",21,6,11,8
27,"No","Non-Travel","R&D",2,"Master","Other","Low","Female","High","2","HealthcareRep","Very High","Married",4227,0,"Yes",18,"Medium","1",4,2,"High",3,2,2,2
35,"No","Non-Travel","R&D",10,"Bachelor","Tech","Medium","Male","High","1","LabTech","Very High","Single",3917,1,"Yes",20,"Low","1",3,4,"Medium",3,2,1,2
42,"No","Non-Travel","HR",5,"College","Medical","Very High","Male","High","5","ManufacturingDir","High","Married",18303,6,"Yes",13,"Medium","0",21,3,"Very High",1,0,0,0
50,"No","Non-Travel","R&D",9,"Bachelor","Other","Low","Male","High","1","LabTech","Very High","Married",2380,4,"Yes",18,"Medium","0",8,5,"High",1,0,0,0
59,"No","Non-Travel","R&D",2,"Bachelor","Other","High","Female","Medium","4","HealthcareRep","Very High","Divorced",13726,3,"No",13,"Low","0",30,4,"High",5,3,4,3
37,"Yes","Non-Travel","R&D",11,"College","Marketing","Low","Female","Low","2","SalesExec","Medium","Married",4777,5,"Yes",15,"Low","0",15,2,"Low",1,0,0,0
55,"No","Frequently","R&D",18,"Master","Marketing","High","Male","High","2","SalesExec","Medium","Married",6385,3,"No",14,"Very High","2",17,3,"High",8,7,6,7
41,"No","Rarely","R&D",7,"Below College","Other","Medium","Female","Low","5","Mgr","High","Single",19973,1,"Yes",22,"Medium","2",21,3,"High",21,16,5,10
38,"No","Non-Travel","HR",3,"Master","Other","Medium","Male","High","2","ResearchDir","Very High","Divorced",6861,8,"No",12,"High","0",19,1,"High",1,0,0,0
26,"Yes","Rarely","HR",29,"College","Marketing","Medium","Male","Low","2","ResearchDir","Low","Divorced",4969,8,"Yes",18,"Very High","0",7,6,"High",2,2,2,2
52,"Yes","Non-Travel","HR",2,"Below College","Medical","Low","Female","Low","5","ManufacturingDir","Very High","Married",19845,1,"Yes",15,"Very High","1",33,3,"High",32,14,6,9
44,"No","Non-Travel","HR",28,"Bachelor","Marketing","Very High","Female","Very High","4","ResearchDir","Very High","Married",13320,3,"No",18,"High","1",23,2,"High",12,11,11,11
50,"No","Rarely","HR",1,"Bachelor","Other","Very High","Female","High","2","ResearchDir","High","Married",6347,0,"Yes",12,"Low","1",19,3,"High",18,7,0,13
36,"Yes","Non-Travel","R&D",16,"Master","Other","High","Female","Very High","1","LabTech","Low","Divorced",2743,1,"Yes",16,"High","0",18,1,"High",17,13,15,14
39,"No","Frequently","R&D",22,"Bachelor","Marketing","Very High","Female","High","3","HealthcareRep","Low","Divorced",10880,1,"No",13,"High","0",21,2,"High",21,6,2,8
33,"No","Rarely","HR",8,"Below College","Other","Medium","Female","Medium","1","HR Personnel","Very High","Divorced",2342,0,"Yes",19,"Very High","0",3,2,"Medium",2,2,2,2
45,"No","Non-Travel","HR",11,"College","Other","Very High","Female","High","4","ManufacturingDir","Very High","Married",17650,3,"Yes",13,"Medium","1",26,4,"Very High",9,3,1,1
32,"No","Rarely","R&D",29,"Master","Marketing","Very High","Female","High","1","LabTech","High","Divorced",4025,9,"Yes",12,"Medium","0",10,2,"High",8,7,7,7
34,"No","Non-Travel","HR",1,"Master","Medical","Medium","Male","Very High","2","ResearchDir","Very High","Single",9725,0,"Yes",11,"Very High","1",16,2,"Medium",15,1,0,9
59,"No","Non-Travel","HR",1,"College","HR","Medium","Male","High","3","ManufacturingDir","Very High","Married",11904,3,"No",14,"High","1",14,1,"Low",6,4,0,4
45,"No","Non-Travel","Sales",24,"Master","Marketing","Medium","Male","High","1","ResearchSci","Medium","Divorced",2177,1,"Yes",16,"Low","0",6,3,"High",6,3,0,4
53,"No","Frequently","HR",2,"Bachelor","Medical","High","Female","Medium","3","ResearchDir","Medium","Married",7525,2,"Yes",12,"Low","1",30,2,"High",15,7,6,12
36,"Yes","Non-Travel","R&D",15,"Bachelor","Tech","Low","Male","High","2","LabTech","High","Single",4834,7,"Yes",14,"Medium","1",9,3,"Medium",1,0,0,0
26,"Yes","Frequently","R&D",2,"Bachelor","Other","Low","Male","High","1","SalesRep","Low","Married",2042,6,"No",14,"Medium","1",6,2,"High",3,2,1,2
34,"No","Non-Travel","HR",10,"Master","Other","High","Female","High","1","HR Personnel","High","Married",2220,1,"No",19,"Very High","1",1,2,"High",1,1,0,0
28,"No","Non-Travel","HR",10,"Below College","Marketing","Very High","Male","High","1","HR Personnel","Medium","Married",1052,1,"Yes",22,"Medium","0",1,5,"High",1,0,0,0
38,"No","Frequently","R&D",3,"Master","Tech","High","Male","High","1","SalesRep","High","Married",2821,3,"Yes",16,"Low","1",8,2,"High",2,2,2,2
50,"No","Non-Travel","R&D",2,"Master","Marketing","Medium","Male","High","5","Mgr","High","Married",19237,2,"No",11,"Very High","1",29,2,"Medium",8,1,7,7
37,"No","Non-Travel","R&D",3,"Bachelor","Tech","Very High","Female","High","2","SalesExec","Medium","Divorced",4107,3,"Yes",15,"Low","0",8,3,"Medium",4,3,0,1
40,"No","Non-Travel","HR",26,"Bachelor","Medical","High","Male","High","2","ResearchDir","Low","Married",8396,1,"Yes",14,"Medium","1",8,3,"Medium",7,7,7,5
26,"No","Frequently","R&D",1,"Below College","Marketing","Low","Female","Medium","1","SalesRep","High","Single",2007,1,"Yes",13,"High","2",5,5,"High",5,3,1,3
46,"No","Non-Travel","R&D",1,"Master","Marketing","Very High","Male","High","5","Mgr","Very High","Single",19627,9,"Yes",17,"Very High","2",23,0,"High",2,2,2,2
54,"No","Non-Travel","HR",2,"Master","Other","High","Female","Medium","3","ResearchDir","High","Married",10686,6,"Yes",11,"Medium","1",13,4,"High",9,4,7,0
56,"No","Frequently","R&D",9,"Bachelor","Marketing","Low","Female","High","1","SalesRep","High","Married",2942,2,"Yes",19,"Medium","1",18,4,"High",5,4,0,3
36,"No","Non-Travel","R&D",12,"Doctor","Marketing","Very High","Female","Medium","3","HealthcareRep","Very High","Divorced",8858,0,"Yes",11,"Medium","0",15,2,"Medium",14,8,7,8
55,"No","Rarely","R&D",2,"Below College","Marketing","High","Male","Medium","4","ManufacturingDir","Low","Divorced",16756,7,"Yes",15,"Medium","0",31,3,"Very High",9,7,6,2
43,"No","Non-Travel","HR",25,"Bachelor","Marketing","High","Male","Medium","3","ResearchDir","Very High","Single",10798,5,"Yes",13,"High","1",18,5,"High",1,0,0,0
20,"Yes","Frequently","HR",9,"Bachelor","Medical","Very High","Female","High","1","HR Personnel","Very High","Divorced",2323,1,"No",14,"Medium","0",2,3,"High",2,2,0,2
21,"Yes","Non-Travel","R&D",10,"Bachelor","Other","High","Female","Medium","1","LabTech","Low","Divorced",1416,1,"Yes",13,"Low","0",1,6,"Medium",1,0,1,0
46,"No","Non-Travel","R&D",8,"Master","Other","Very High","Female","Medium","2","SalesRep","Low","Single",4615,8,"No",23,"Low","3",19,2,"High",16,13,1,7
51,"Yes","Non-Travel","R&D",4,"Master","Other","Low","Male","High","1","SalesRep","High","Married",2461,9,"No",12,"High","3",18,2,"Very High",10,0,2,7
28,"Yes","Rarely","R&D",24,"College","HR","Medium","Male","Medium","3","SalesExec","Low","Divorced",8722,1,"Yes",12,"Low","0",10,2,"Medium",10,7,1,9
26,"No","Non-Travel","R&D",1,"College","Marketing","Low","Male","Medium","1","LabTech","Low","Married",3955,1,"Yes",16,"Low","2",6,2,"High",5,3,1,3
30,"No","Non-Travel","R&D",20,"Bachelor","Tech","High","Male","High","2","HealthcareRep","Low","Married",9957,0,"Yes",15,"High","1",7,1,"Medium",6,2,0,2
41,"No","Non-Travel","R&D",7,"College","HR","Medium","Female","Very High","1","SalesRep","High","Married",3376,1,"Yes",13,"High","0",10,3,"High",10,6,0,8
38,"No","Non-Travel","R&D",17,"Below College","Other","High","Female","Medium","3","SalesExec","High","Married",8823,0,"Yes",18,"Low","1",20,4,"Medium",19,9,1,9
40,"No","Non-Travel","R&D",20,"Master","HR","Low","Male","High","3","SalesExec","Very High","Married",10322,4,"Yes",20,"Very High","1",14,6,"High",11,10,11,1
27,"No","Rarely","R&D",8,"Doctor","Other","Low","Male","Low","1","LabTech","High","Married",4621,1,"Yes",19,"Very High","3",3,4,"High",3,2,1,2
55,"No","Frequently","R&D",2,"Below College","Other","Very High","Male","High","3","HealthcareRep","Medium","Married",10976,3,"Yes",18,"Medium","1",23,4,"High",3,2,1,2
28,"No","Non-Travel","R&D",10,"Bachelor","Tech","High","Female","High","2","SalesRep","High","Divorced",3660,3,"Yes",13,"Very High","0",10,4,"Very High",8,7,1,7
44,"Yes","Non-Travel","Sales",1,"College","Marketing","Medium","Male","Medium","3","ResearchSci","Low","Married",10482,9,"Yes",14,"Very High","1",24,1,"High",20,6,3,6
33,"No","Non-Travel","R&D",5,"Bachelor","Other","Very High","Male","Medium","3","SalesExec","Very High","Single",7119,4,"Yes",15,"High","1",9,2,"High",3,2,1,2
35,"Yes","Non-Travel","HR",4,"Bachelor","HR","Very High","Male","High","3","ResearchDir","Low","Divorced",9582,0,"No",22,"Low","0",9,2,"High",8,7,4,7
33,"Yes","Frequently","R&D",29,"Master","Marketing","Low","Female","Medium","2","SalesRep","High","Divorced",4508,1,"Yes",22,"Medium","0",14,4,"High",13,7,3,8
28,"No","Non-Travel","R&D",15,"College","Other","Low","Male","High","1","LabTech","High","Single",2207,1,"Yes",16,"Very High","1",4,5,"Medium",4,2,2,2
34,"No","Frequently","R&D",3,"Below College","Other","Low","Male","High","2","SalesExec","Very High","Divorced",7756,0,"Yes",17,"High","0",7,1,"Medium",6,2,0,4
37,"No","Non-Travel","HR",10,"Master","Other","Very High","Female","Medium","2","ResearchDir","Very High","Single",6694,2,"No",14,"High","3",8,5,"High",1,0,0,0
25,"Yes","Non-Travel","R&D",4,"Below College","HR","Very High","Male","High","1","LabTech","Very High","Married",3691,1,"No",15,"Medium","1",7,3,"Very High",7,7,5,6
26,"Yes","Non-Travel","R&D",21,"Bachelor","Marketing","Low","Male","High","1","LabTech","High","Single",2377,1,"Yes",20,"High","1",1,0,"Medium",1,1,0,0
33,"Yes","Non-Travel","R&D",25,"Bachelor","Marketing","Low","Male","Medium","1","SalesRep","Medium","Divorced",2313,4,"No",20,"Medium","0",5,0,"High",2,2,2,2
42,"No","Non-Travel","R&D",2,"College","Marketing","Very High","Male","High","4","ManufacturingDir","Low","Married",17665,0,"Yes",17,"Very High","1",23,3,"High",22,6,13,7
28,"Yes","Frequently","R&D",1,"Bachelor","Marketing","Low","Male","Medium","1","LabTech","Medium","Single",2596,1,"Yes",15,"Low","2",1,2,"High",1,0,0,0
50,"Yes","Frequently","HR",1,"Master","Tech","Very High","Male","High","2","ResearchDir","High","Divorced",4728,3,"No",14,"Very High","0",5,4,"High",0,0,0,0
33,"No","Frequently","HR",7,"Bachelor","Other","Very High","Female","High","2","ResearchDir","Medium","Married",4302,0,"Yes",17,"High","1",4,3,"High",3,2,0,2
34,"No","Rarely","R&D",3,"Master","Other","High","Male","Medium","1","SalesRep","Very High","Married",2979,3,"Yes",17,"Very High","3",6,2,"High",0,0,0,0
48,"No","Rarely","R&D",1,"Master","Marketing","Low","Male","Very High","4","ManufacturingDir","Very High","Divorced",16885,2,"Yes",22,"High","0",27,3,"Medium",5,4,2,1
45,"No","Rarely","HR",9,"Master","Other","Medium","Female","Medium","2","ResearchDir","High","Married",5593,1,"Yes",13,"Very High","1",15,2,"High",15,10,4,12
52,"No","Non-Travel","R&D",7,"Master","Other","Medium","Male","High","3","SalesExec","Medium","Divorced",10445,7,"Yes",19,"Very High","0",18,4,"High",8,6,4,0
38,"No","Non-Travel","HR",10,"Master","Medical","High","Male","Medium","3","ResearchDir","High","Single",8740,0,"No",14,"Medium","2",9,2,"High",8,7,2,7
29,"No","Non-Travel","R&D",28,"Master","Other","High","Female","High","1","SalesRep","Very High","Single",2514,4,"Yes",22,"Low","1",11,1,"High",7,5,1,7
28,"No","Non-Travel","R&D",3,"Bachelor","Marketing","Very High","Female","High","3","HealthcareRep","Medium","Single",7655,0,"Yes",17,"Medium","3",10,3,"Medium",9,7,1,7
46,"No","Non-Travel","HR",3,"Below College","Medical","Low","Male","High","4","ManufacturingDir","High","Married",17465,3,"Yes",12,"Very High","1",23,3,"High",12,9,4,9
38,"No","Non-Travel","HR",2,"College","Medical","Very High","Male","High","3","ResearchDir","Medium","Divorced",7351,7,"Yes",16,"High","0",10,2,"High",1,0,0,0
43,"No","Frequently","R&D",27,"Bachelor","Other","High","Female","High","3","HealthcareRep","Low","Married",10820,8,"Yes",11,"High","1",18,1,"High",8,7,0,1
39,"Yes","Frequently","R&D",2,"Bachelor","Other","Low","Male","High","4","SalesExec","Very High","Single",12169,7,"Yes",11,"Very High","3",21,4,"High",18,7,11,5
40,"No","Non-Travel","R&D",14,"Bachelor","Marketing","High","Male","Medium","5","Mgr","High","Divorced",19626,1,"Yes",14,"Low","0",21,2,"Very High",20,7,4,9
21,"No","Non-Travel","R&D",1,"Below College","HR","Very High","Female","Medium","1","SalesRep","Medium","Divorced",2070,1,"No",11,"High","0",2,6,"Very High",2,2,2,2
39,"No","Rarely","R&D",9,"Bachelor","Other","High","Male","High","2","LabTech","Medium","Divorced",6782,9,"Yes",15,"High","0",9,2,"Medium",5,4,0,3
36,"No","Rarely","R&D",18,"Master","Other","Low","Male","High","2","HealthcareRep","Very High","Divorced",7779,2,"Yes",20,"Low","0",18,0,"High",11,9,0,9
31,"No","Frequently","HR",20,"Bachelor","Other","High","Male","Very High","1","HR Personnel","Very High","Married",2791,0,"Yes",12,"Low","1",3,4,"High",2,2,2,2
28,"No","Non-Travel","R&D",2,"Below College","Other","Low","Male","Medium","1","SalesRep","Medium","Married",3201,0,"Yes",17,"Low","0",6,2,"Low",5,3,0,4
35,"No","Frequently","HR",11,"College","Medical","Very High","Male","High","2","ResearchDir","Very High","Single",4968,1,"Yes",11,"Very High","1",5,3,"High",5,2,0,2
49,"No","Non-Travel","HR",8,"Master","HR","Very High","Male","Medium","4","ResearchDir","Medium","Married",13120,6,"Yes",17,"Medium","1",22,3,"High",9,8,2,3
34,"No","Frequently","R&D",2,"College","Other","Very High","Male","High","2","HealthcareRep","High","Divorced",4033,2,"Yes",11,"Very High","0",5,3,"Medium",3,2,0,2
29,"No","Frequently","R&D",10,"Bachelor","Other","Very High","Female","High","1","SalesRep","Medium","Single",3291,0,"Yes",14,"Very High","2",8,2,"Medium",7,5,1,1
42,"No","Non-Travel","R&D",29,"Bachelor","Marketing","Medium","Male","Low","2","LabTech","Very High","Divorced",4272,4,"Yes",19,"Low","0",16,3,"High",1,0,0,0
29,"No","Non-Travel","R&D",8,"Below College","Marketing","Medium","Male","Medium","2","HealthcareRep","Very High","Married",5056,1,"No",15,"High","1",10,2,"Medium",10,7,1,2
38,"No","Non-Travel","Sales",1,"Bachelor","LifeSci","High","Male","Very High","1","ResearchSci","High","Married",2844,1,"Yes",13,"Very High","1",7,2,"Very High",7,6,5,0
28,"No","Frequently","R&D",6,"Bachelor","Other","High","Male","Medium","1","SalesRep","High","Single",2703,1,"No",14,"Very High","1",3,2,"High",3,1,0,2
18,"Yes","Rarely","R&D",8,"Below College","Marketing","High","Male","High","1","LabTech","High","Divorced",1904,1,"Yes",12,"Very High","0",0,0,"High",0,0,0,0
33,"Yes","Non-Travel","HR",9,"Master","Medical","Low","Female","High","2","ResearchDir","Low","Divorced",8224,0,"No",17,"Low","0",6,3,"High",5,2,0,3
41,"No","Non-Travel","R&D",12,"Master","Other","Medium","Male","High","1","LabTech","Very High","Married",4766,3,"No",11,"Low","1",6,4,"High",1,0,0,0
31,"Yes","Frequently","R&D",15,"Bachelor","Marketing","High","Male","High","1","LabTech","High","Married",2610,1,"Yes",12,"High","1",2,5,"Medium",2,2,2,2
37,"No","Non-Travel","R&D",25,"College","Marketing","High","Female","Medium","2","SalesExec","Very High","Single",5731,7,"Yes",13,"High","2",9,2,"High",6,2,1,3
27,"No","Non-Travel","R&D",6,"Bachelor","Other","Very High","Male","Medium","1","SalesRep","High","Married",2539,1,"Yes",13,"High","1",4,0,"High",4,2,2,2
34,"No","Non-Travel","HR",9,"Below College","Other","Medium","Female","High","2","ResearchDir","High","Married",5714,1,"Yes",20,"Low","0",6,3,"Medium",6,5,1,3
35,"No","Non-Travel","Sales",8,"Master","HR","High","Male","High","1","ResearchSci","High","Divorced",4323,1,"Yes",17,"Medium","0",6,2,"Low",5,4,1,4
29,"Yes","Non-Travel","HR",23,"Below College","Other","Very High","Female","Medium","3","ResearchDir","Low","Married",7336,1,"Yes",13,"Low","1",11,3,"Low",11,8,3,10
40,"No","Frequently","R&D",9,"Master","Marketing","Medium","Female","High","3","Mgr","High","Divorced",13499,9,"Yes",17,"High","0",20,3,"Medium",18,7,2,13
42,"Yes","Frequently","HR",12,"Bachelor","Other","High","Male","High","4","ResearchDir","Low","Divorced",13758,0,"No",12,"Medium","0",22,2,"Medium",21,9,13,14
42,"No","Non-Travel","HR",4,"Master","Medical","Medium","Male","High","2","ResearchDir","Low","Divorced",5155,7,"Yes",13,"Very High","0",9,3,"Very High",6,4,1,5
35,"No","Non-Travel","R&D",1,"Master","Marketing","Very High","Male","Medium","1","LabTech","High","Married",2258,6,"Yes",12,"Medium","1",10,2,"High",8,0,1,7
24,"No","Non-Travel","R&D",24,"Bachelor","Marketing","Very High","Male","High","1","LabTech","Medium","Divorced",3597,8,"Yes",22,"Very High","0",6,2,"High",4,3,1,2
28,"Yes","Non-Travel","R&D",12,"Below College","Other","High","Female","High","1","LabTech","Very High","Married",2515,1,"No",11,"Very High","0",1,4,"Medium",1,1,0,0
26,"No","Non-Travel","R&D",3,"Master","Marketing","Low","Male","Very High","1","LabTech","Very High","Married",4420,1,"Yes",22,"Medium","1",8,2,"High",8,7,0,7
30,"No","Non-Travel","HR",10,"Bachelor","Medical","High","Male","Medium","2","ResearchDir","High","Married",6578,1,"Yes",18,"Low","1",10,3,"High",10,3,1,4
40,"No","Frequently","R&D",26,"College","Marketing","High","Female","Medium","2","SalesRep","Very High","Married",4422,3,"No",13,"Very High","1",16,3,"Low",1,1,0,0
35,"No","Non-Travel","R&D",2,"Bachelor","Other","High","Male","Medium","3","HealthcareRep","Medium","Single",10274,2,"Yes",18,"Medium","1",15,2,"Very High",7,7,6,4
34,"No","Frequently","R&D",1,"Bachelor","Marketing","Very High","Male","Medium","2","SalesExec","Low","Divorced",5343,0,"Yes",20,"High","0",14,3,"High",13,9,4,9
35,"No","Frequently","R&D",4,"Master","Tech","Very High","Male","Medium","1","LabTech","Very High","Married",2376,1,"Yes",13,"Medium","1",2,2,"Very High",2,2,2,2
43,"Yes","Non-Travel","HR",9,"Bachelor","Medical","Low","Female","Low","2","ResearchDir","High","Divorced",5346,8,"Yes",13,"Medium","0",7,2,"Medium",4,3,1,3
32,"No","Rarely","HR",2,"Below College","Other","High","Female","High","1","HR Personnel","Low","Single",2827,1,"Yes",12,"High","3",1,3,"High",1,0,0,0
56,"No","Non-Travel","R&D",4,"Master","HR","Very High","Female","High","5","ManufacturingDir","Low","Single",19943,4,"Yes",13,"Very High","1",28,2,"High",5,2,4,2
29,"No","Non-Travel","R&D",6,"Below College","Marketing","Medium","Female","High","1","LabTech","Very High","Married",3131,1,"Yes",13,"Low","1",10,5,"High",10,8,0,8
19,"No","Non-Travel","R&D",9,"College","Other","High","Male","High","1","SalesRep","Low","Divorced",2552,1,"Yes",25,"High","0",1,4,"High",1,1,0,0
45,"No","Non-Travel","R&D",7,"Bachelor","Marketing","Low","Female","High","1","SalesRep","High","Married",4477,4,"No",19,"High","1",7,2,"Medium",3,2,0,2
37,"No","Non-Travel","R&D",1,"Bachelor","Other","Very High","Female","Medium","2","HealthcareRep","Very High","Married",6474,1,"Yes",13,"Medium","1",14,2,"Medium",14,8,3,11
20,"No","Non-Travel","R&D",3,"Bachelor","Other","Low","Male","Medium","1","LabTech","High","Divorced",3033,1,"Yes",12,"Low","0",2,2,"Medium",2,2,1,2
44,"Yes","Non-Travel","R&D",10,"Master","Other","High","Male","High","1","SalesRep","High","Divorced",2936,1,"No",11,"High","0",6,4,"High",6,4,0,2
53,"No","Non-Travel","R&D",7,"College","Marketing","Very High","Female","High","5","ManufacturingDir","High","Single",18606,3,"Yes",18,"Medium","1",26,6,"High",7,7,4,7
29,"No","Non-Travel","R&D",15,"Below College","Other","Medium","Female","Low","1","SalesRep","Very High","Married",2168,0,"No",18,"Low","1",6,2,"Medium",5,4,1,3
22,"Yes","Frequently","R&D",3,"Master","Other","High","Male","Medium","1","SalesRep","Very High","Married",2853,0,"No",11,"Medium","1",1,5,"High",0,0,0,0
46,"No","Non-Travel","HR",2,"Bachelor","Medical","High","Female","High","4","ManufacturingDir","Low","Married",17048,8,"Yes",23,"Low","0",28,2,"High",26,15,15,9
44,"No","Rarely","R&D",17,"Bachelor","Other","Very High","Male","Low","1","SalesRep","High","Divorced",2290,2,"Yes",13,"Very High","0",6,3,"High",0,0,0,0
33,"No","Non-Travel","Sales",2,"Bachelor","LifeSci","Medium","Male","High","1","ResearchSci","High","Married",3600,1,"Yes",13,"Very High","1",5,2,"High",5,4,1,4
41,"Yes","Rarely","R&D",5,"College","Other","Low","Male","Medium","1","SalesRep","Low","Single",2107,6,"Yes",17,"Low","1",5,2,"Low",1,0,0,0
30,"No","Non-Travel","HR",29,"Master","Other","High","Male","High","2","ResearchDir","Low","Single",4115,8,"Yes",19,"High","3",8,3,"High",4,3,0,3
40,"No","Frequently","HR",2,"Master","Marketing","Medium","Male","High","2","ResearchDir","Medium","Married",4327,5,"Yes",12,"Very High","3",5,2,"High",0,0,0,0
